STOR,SOLAR,COAL,WIND,GAS,HYDRO
0.0,0.0,6637.724555671901,567.8000000000001,29.0,383.606316
0.0,0.0,6373.8175,1027.05,29.0,108.68157167190054
0.0,0.0,6373.8175,1135.7315716718986,29.0,0.0
0.0,0.0,6373.8175,1135.7315716718986,29.0,0.0
0.0,0.0,6373.8175,1453.8793716718992,29.0,0.0
0.0,0.0,6619.927012302591,2012.35,29.0,329.1063159999999
0.0,126.0,8174.449589533739,1143.95,29.0,329.1063159999999
0.0,365.4,8594.942500000001,308.94999999999993,29.0,332.27330553373884
0.0,609.0,8234.942500000001,542.75,29.0,620.9343055337412
0.0,819.0,8594.942500000001,1177.35,29.0,73.04821788939307
0.0,987.0000000000002,8962.442500000001,1135.6000000000001,29.0,383.90194830258986
0.0,1037.4,9322.442500000001,885.0999999999999,29.0,244.4387616718999
0.0,915.6,8608.491404603263,676.35,29.0,320.041357068637
0.0,672.0,9104.054345671899,551.0999999999999,29.0,329.1063159999999
0.0,466.2,9349.258725845653,434.2,29.0,365.7911836974097
0.0,256.2,9401.6925,743.1499999999999,29.0,292.4214483025902
0.0,100.79999999999995,9971.753932302592,1269.2,145.0,329.1063159999999
0.0,0.0,9307.1375,1452.8999999999999,145.0,346.253275533742
0.0,0.0,8380.125,1105.500265939765,145.0,641.0156724662581
0.0,0.0,8198.297515,2095.85,145.0,0.04999999999972715
0.0,0.0,7736.3175,804.7720816031454,145.0,820.7113252365401
0.0,0.0,5946.3130599999995,1661.65,29.0,872.95130676346
0.0,0.0,5519.800884147611,1862.05,29.0,329.106316
0.0,0.0,4004.5,2847.3500000000004,29.0,0.0
0.0,0.0,4724.5,2162.65,29.0,65.54705871009992
0.0,0.0,4444.202738840402,1987.3,29.0,441.6125198696983
0.0,0.0,4724.5,2020.7,29.0,127.91525871010072
0.0,0.0,4685.415258710099,2187.7000000000003,29.0,0.0
0.0,0.0,4724.5,2162.65,29.0,304.11305871010063
0.0,0.0,5034.453433147611,2371.3999999999996,29.0,593.9828569999999
0.0,67.2,6691.800291763458,2212.75,29.0,64.22977500000002
0.0,247.79999999999998,5578.327334763459,2379.75,29.0,658.1626320000001
0.0,613.1999999999998,5024.5509667634615,2596.85,29.0,1035.5
0.0,903.0,5564.701570147608,3314.9500000000007,29.0,0.0
0.0,1016.3999999999996,4883.861436033834,3999.6499999999996,29.0,610.6964992899001
0.0,982.8000000000001,4742.375,4751.15,29.0,376.6224487100999
0.0,1020.6,3764.625,5218.75,29.0,0.0
0.0,840.0,3764.625,5627.900000000001,29.0,0.0
0.0,617.3999999999996,3993.7702787101007,5519.35,29.0,0.0
0.0,361.2,3823.18690614761,5519.35,29.0,280.9752639999998
0.0,113.4,4566.58097014761,5644.6,29.0,1090.0
0.0,0.0,4499.625,5736.450000000001,29.0,585.162436763459
0.0,0.0,4417.28733676346,5561.1,29.0,0.0
0.0,0.0,4499.625,5310.6,29.0,516.3313367634596
