hour,tech,dispatch,zone,period
1,net_export,-1e-10,hl,2021 week 9
2,net_export,-1e-10,hl,2021 week 9
3,net_export,-1e-10,hl,2021 week 9
4,net_export,-1e-10,hl,2021 week 9
5,net_export,-1e-10,hl,2021 week 9
6,net_export,-1e-10,hl,2021 week 9
7,net_export,-1e-10,hl,2021 week 9
8,net_export,-1e-10,hl,2021 week 9
9,net_export,-1e-10,hl,2021 week 9
10,net_export,-1e-10,hl,2021 week 9
11,net_export,-1e-10,hl,2021 week 9
12,net_export,-1e-10,hl,2021 week 9
13,net_export,-1e-10,hl,2021 week 9
14,net_export,-1e-10,hl,2021 week 9
15,net_export,-1e-10,hl,2021 week 9
16,net_export,-1e-10,hl,2021 week 9
17,net_export,-1e-10,hl,2021 week 9
18,net_export,-1e-10,hl,2021 week 9
19,net_export,-1e-10,hl,2021 week 9
20,net_export,-1e-10,hl,2021 week 9
21,net_export,-1e-10,hl,2021 week 9
22,net_export,-1e-10,hl,2021 week 9
23,net_export,-1e-10,hl,2021 week 9
24,net_export,-1e-10,hl,2021 week 9
25,net_export,-1e-10,hl,2021 week 9
26,net_export,-1e-10,hl,2021 week 9
27,net_export,-1e-10,hl,2021 week 9
28,net_export,-1e-10,hl,2021 week 9
29,net_export,-1e-10,hl,2021 week 9
30,net_export,-1e-10,hl,2021 week 9
31,net_export,-1e-10,hl,2021 week 9
32,net_export,-1e-10,hl,2021 week 9
33,net_export,-1e-10,hl,2021 week 9
34,net_export,-1e-10,hl,2021 week 9
35,net_export,-1e-10,hl,2021 week 9
36,net_export,-1e-10,hl,2021 week 9
37,net_export,-1e-10,hl,2021 week 9
38,net_export,-1e-10,hl,2021 week 9
39,net_export,-1e-10,hl,2021 week 9
40,net_export,-1e-10,hl,2021 week 9
41,net_export,-1e-10,hl,2021 week 9
42,net_export,-1e-10,hl,2021 week 9
43,net_export,-1e-10,hl,2021 week 9
44,net_export,-1e-10,hl,2021 week 9
45,net_export,-1e-10,hl,2021 week 9
46,net_export,-1e-10,hl,2021 week 9
47,net_export,-1e-10,hl,2021 week 9
48,net_export,-1e-10,hl,2021 week 9
49,net_export,-1e-10,hl,2021 week 9
50,net_export,-1e-10,hl,2021 week 9
51,net_export,-1e-10,hl,2021 week 9
52,net_export,-1e-10,hl,2021 week 9
53,net_export,-1e-10,hl,2021 week 9
54,net_export,-1e-10,hl,2021 week 9
55,net_export,-1e-10,hl,2021 week 9
56,net_export,-1e-10,hl,2021 week 9
57,net_export,-1e-10,hl,2021 week 9
