hour,tech,dispatch,zone,period
1,net_export,-1e-10,hl,2021 week 8
2,net_export,-1e-10,hl,2021 week 8
3,net_export,-1e-10,hl,2021 week 8
4,net_export,-1e-10,hl,2021 week 8
5,net_export,-1e-10,hl,2021 week 8
6,net_export,-1e-10,hl,2021 week 8
7,net_export,-1e-10,hl,2021 week 8
8,net_export,-1e-10,hl,2021 week 8
9,net_export,-1e-10,hl,2021 week 8
10,net_export,-1e-10,hl,2021 week 8
11,net_export,-1e-10,hl,2021 week 8
12,net_export,-1e-10,hl,2021 week 8
13,net_export,-1e-10,hl,2021 week 8
14,net_export,-1e-10,hl,2021 week 8
15,net_export,-1e-10,hl,2021 week 8
16,net_export,-1e-10,hl,2021 week 8
17,net_export,-1e-10,hl,2021 week 8
18,net_export,-1e-10,hl,2021 week 8
19,net_export,-1e-10,hl,2021 week 8
20,net_export,-1e-10,hl,2021 week 8
21,net_export,-1e-10,hl,2021 week 8
22,net_export,-1e-10,hl,2021 week 8
23,net_export,-1e-10,hl,2021 week 8
24,net_export,-1e-10,hl,2021 week 8
25,net_export,-1e-10,hl,2021 week 8
26,net_export,-1e-10,hl,2021 week 8
27,net_export,-1e-10,hl,2021 week 8
28,net_export,-1e-10,hl,2021 week 8
29,net_export,-1e-10,hl,2021 week 8
30,net_export,-1e-10,hl,2021 week 8
31,net_export,-1e-10,hl,2021 week 8
32,net_export,-1e-10,hl,2021 week 8
33,net_export,-1e-10,hl,2021 week 8
34,net_export,-1e-10,hl,2021 week 8
35,net_export,-1e-10,hl,2021 week 8
36,net_export,-1e-10,hl,2021 week 8
37,net_export,-1e-10,hl,2021 week 8
38,net_export,-1e-10,hl,2021 week 8
39,net_export,-1e-10,hl,2021 week 8
40,net_export,-1e-10,hl,2021 week 8
41,net_export,-1e-10,hl,2021 week 8
42,net_export,-1e-10,hl,2021 week 8
43,net_export,-1e-10,hl,2021 week 8
44,net_export,-1e-10,hl,2021 week 8
45,net_export,-1e-10,hl,2021 week 8
46,net_export,-1e-10,hl,2021 week 8
47,net_export,-1e-10,hl,2021 week 8
48,net_export,-1e-10,hl,2021 week 8
49,net_export,-1e-10,hl,2021 week 8
50,net_export,-1e-10,hl,2021 week 8
51,net_export,-1e-10,hl,2021 week 8
52,net_export,-1e-10,hl,2021 week 8
53,net_export,-1e-10,hl,2021 week 8
54,net_export,-1e-10,hl,2021 week 8
55,net_export,-1e-10,hl,2021 week 8
56,net_export,-1e-10,hl,2021 week 8
57,net_export,-1e-10,hl,2021 week 8
58,net_export,-1e-10,hl,2021 week 8
59,net_export,-1e-10,hl,2021 week 8
60,net_export,-1e-10,hl,2021 week 8
61,net_export,-1e-10,hl,2021 week 8
62,net_export,-1e-10,hl,2021 week 8
63,net_export,-1e-10,hl,2021 week 8
64,net_export,-1e-10,hl,2021 week 8
65,net_export,-1e-10,hl,2021 week 8
66,net_export,-1e-10,hl,2021 week 8
67,net_export,-1e-10,hl,2021 week 8
68,net_export,-1e-10,hl,2021 week 8
69,net_export,-1e-10,hl,2021 week 8
70,net_export,-1e-10,hl,2021 week 8
71,net_export,-1e-10,hl,2021 week 8
72,net_export,-1e-10,hl,2021 week 8
73,net_export,-1e-10,hl,2021 week 8
74,net_export,-1e-10,hl,2021 week 8
75,net_export,-1e-10,hl,2021 week 8
76,net_export,-1e-10,hl,2021 week 8
77,net_export,-1e-10,hl,2021 week 8
78,net_export,-1e-10,hl,2021 week 8
79,net_export,-1e-10,hl,2021 week 8
80,net_export,-1e-10,hl,2021 week 8
81,net_export,-1e-10,hl,2021 week 8
82,net_export,-1e-10,hl,2021 week 8
83,net_export,-1e-10,hl,2021 week 8
84,net_export,-1e-10,hl,2021 week 8
85,net_export,-1e-10,hl,2021 week 8
86,net_export,-1e-10,hl,2021 week 8
87,net_export,-1e-10,hl,2021 week 8
88,net_export,-1e-10,hl,2021 week 8
89,net_export,-1e-10,hl,2021 week 8
90,net_export,-1e-10,hl,2021 week 8
91,net_export,-1e-10,hl,2021 week 8
92,net_export,-1e-10,hl,2021 week 8
93,net_export,-1e-10,hl,2021 week 8
94,net_export,-1e-10,hl,2021 week 8
95,net_export,-1e-10,hl,2021 week 8
96,net_export,-1e-10,hl,2021 week 8
97,net_export,-1e-10,hl,2021 week 8
98,net_export,-1e-10,hl,2021 week 8
99,net_export,-1e-10,hl,2021 week 8
100,net_export,-1e-10,hl,2021 week 8
101,net_export,-1e-10,hl,2021 week 8
102,net_export,-1e-10,hl,2021 week 8
103,net_export,-1e-10,hl,2021 week 8
104,net_export,-1e-10,hl,2021 week 8
105,net_export,-1e-10,hl,2021 week 8
106,net_export,-1e-10,hl,2021 week 8
107,net_export,-1e-10,hl,2021 week 8
108,net_export,-1e-10,hl,2021 week 8
109,net_export,-1e-10,hl,2021 week 8
110,net_export,-1e-10,hl,2021 week 8
111,net_export,-1e-10,hl,2021 week 8
112,net_export,-1e-10,hl,2021 week 8
113,net_export,-1e-10,hl,2021 week 8
114,net_export,-1e-10,hl,2021 week 8
115,net_export,-1e-10,hl,2021 week 8
116,net_export,-1e-10,hl,2021 week 8
117,net_export,-1e-10,hl,2021 week 8
118,net_export,-1e-10,hl,2021 week 8
119,net_export,-1e-10,hl,2021 week 8
120,net_export,-1e-10,hl,2021 week 8
121,net_export,-1e-10,hl,2021 week 8
122,net_export,-1e-10,hl,2021 week 8
123,net_export,-1e-10,hl,2021 week 8
124,net_export,-1e-10,hl,2021 week 8
125,net_export,-1e-10,hl,2021 week 8
126,net_export,-1e-10,hl,2021 week 8
127,net_export,-1e-10,hl,2021 week 8
128,net_export,-1e-10,hl,2021 week 8
129,net_export,-1e-10,hl,2021 week 8
130,net_export,-1e-10,hl,2021 week 8
131,net_export,-1e-10,hl,2021 week 8
132,net_export,-1e-10,hl,2021 week 8
133,net_export,-1e-10,hl,2021 week 8
134,net_export,-1e-10,hl,2021 week 8
135,net_export,-1e-10,hl,2021 week 8
136,net_export,-1e-10,hl,2021 week 8
137,net_export,-1e-10,hl,2021 week 8
138,net_export,-1e-10,hl,2021 week 8
139,net_export,-1e-10,hl,2021 week 8
140,net_export,-1e-10,hl,2021 week 8
141,net_export,-1e-10,hl,2021 week 8
142,net_export,-1e-10,hl,2021 week 8
143,net_export,-1e-10,hl,2021 week 8
144,net_export,-1e-10,hl,2021 week 8
145,net_export,-1e-10,hl,2021 week 8
146,net_export,-1e-10,hl,2021 week 8
147,net_export,-1e-10,hl,2021 week 8
148,net_export,-1e-10,hl,2021 week 8
149,net_export,-1e-10,hl,2021 week 8
150,net_export,-1e-10,hl,2021 week 8
151,net_export,-1e-10,hl,2021 week 8
152,net_export,-1e-10,hl,2021 week 8
153,net_export,-1e-10,hl,2021 week 8
154,net_export,-1e-10,hl,2021 week 8
155,net_export,-1e-10,hl,2021 week 8
156,net_export,-1e-10,hl,2021 week 8
157,net_export,-1e-10,hl,2021 week 8
158,net_export,-1e-10,hl,2021 week 8
159,net_export,-1e-10,hl,2021 week 8
160,net_export,-1e-10,hl,2021 week 8
161,net_export,-1e-10,hl,2021 week 8
162,net_export,-1e-10,hl,2021 week 8
163,net_export,-1e-10,hl,2021 week 8
164,net_export,-1e-10,hl,2021 week 8
165,net_export,-1e-10,hl,2021 week 8
166,net_export,-1e-10,hl,2021 week 8
167,net_export,-1e-10,hl,2021 week 8
168,net_export,-1e-10,hl,2021 week 8
1,charge,-1e-10,hl,2021 week 8
2,charge,-1e-10,hl,2021 week 8
3,charge,-1e-10,hl,2021 week 8
4,charge,-1e-10,hl,2021 week 8
5,charge,-1e-10,hl,2021 week 8
6,charge,-1e-10,hl,2021 week 8
7,charge,-1e-10,hl,2021 week 8
8,charge,-1e-10,hl,2021 week 8
9,charge,-1e-10,hl,2021 week 8
10,charge,-1e-10,hl,2021 week 8
11,charge,-1e-10,hl,2021 week 8
12,charge,-1e-10,hl,2021 week 8
13,charge,-1e-10,hl,2021 week 8
14,charge,-1e-10,hl,2021 week 8
15,charge,-1e-10,hl,2021 week 8
16,charge,-1e-10,hl,2021 week 8
17,charge,-1e-10,hl,2021 week 8
18,charge,-1e-10,hl,2021 week 8
19,charge,-1e-10,hl,2021 week 8
20,charge,-1e-10,hl,2021 week 8
21,charge,-1e-10,hl,2021 week 8
22,charge,-1e-10,hl,2021 week 8
23,charge,-1e-10,hl,2021 week 8
24,charge,-1e-10,hl,2021 week 8
25,charge,-1e-10,hl,2021 week 8
26,charge,-1e-10,hl,2021 week 8
27,charge,-1e-10,hl,2021 week 8
28,charge,-1e-10,hl,2021 week 8
29,charge,-1e-10,hl,2021 week 8
30,charge,-1e-10,hl,2021 week 8
31,charge,-1e-10,hl,2021 week 8
32,charge,-1e-10,hl,2021 week 8
33,charge,-1e-10,hl,2021 week 8
34,charge,-1e-10,hl,2021 week 8
35,charge,-1e-10,hl,2021 week 8
36,charge,-1e-10,hl,2021 week 8
37,charge,-1e-10,hl,2021 week 8
38,charge,-1e-10,hl,2021 week 8
39,charge,-1e-10,hl,2021 week 8
40,charge,-1e-10,hl,2021 week 8
41,charge,-1e-10,hl,2021 week 8
42,charge,-1e-10,hl,2021 week 8
43,charge,-1e-10,hl,2021 week 8
44,charge,-1e-10,hl,2021 week 8
45,charge,-1e-10,hl,2021 week 8
46,charge,-1e-10,hl,2021 week 8
47,charge,-1e-10,hl,2021 week 8
48,charge,-1e-10,hl,2021 week 8
49,charge,-1e-10,hl,2021 week 8
50,charge,-1e-10,hl,2021 week 8
51,charge,-1e-10,hl,2021 week 8
52,charge,-1e-10,hl,2021 week 8
53,charge,-1e-10,hl,2021 week 8
54,charge,-1e-10,hl,2021 week 8
55,charge,-1e-10,hl,2021 week 8
56,charge,-1e-10,hl,2021 week 8
57,charge,-1e-10,hl,2021 week 8
58,charge,-1e-10,hl,2021 week 8
59,charge,-1e-10,hl,2021 week 8
60,charge,-1e-10,hl,2021 week 8
61,charge,-1e-10,hl,2021 week 8
62,charge,-1e-10,hl,2021 week 8
63,charge,-1e-10,hl,2021 week 8
64,charge,-1e-10,hl,2021 week 8
65,charge,-1e-10,hl,2021 week 8
66,charge,-1e-10,hl,2021 week 8
67,charge,-1e-10,hl,2021 week 8
68,charge,-1e-10,hl,2021 week 8
69,charge,-1e-10,hl,2021 week 8
70,charge,-1e-10,hl,2021 week 8
71,charge,-1e-10,hl,2021 week 8
72,charge,-1e-10,hl,2021 week 8
73,charge,-1e-10,hl,2021 week 8
74,charge,-1e-10,hl,2021 week 8
75,charge,-1e-10,hl,2021 week 8
76,charge,-1e-10,hl,2021 week 8
77,charge,-1e-10,hl,2021 week 8
78,charge,-1e-10,hl,2021 week 8
79,charge,-1e-10,hl,2021 week 8
80,charge,-1e-10,hl,2021 week 8
81,charge,-1e-10,hl,2021 week 8
82,charge,-1e-10,hl,2021 week 8
83,charge,-1e-10,hl,2021 week 8
84,charge,-1e-10,hl,2021 week 8
85,charge,-1e-10,hl,2021 week 8
86,charge,-1e-10,hl,2021 week 8
87,charge,-1e-10,hl,2021 week 8
88,charge,-1e-10,hl,2021 week 8
89,charge,-1e-10,hl,2021 week 8
90,charge,-1e-10,hl,2021 week 8
91,charge,-1e-10,hl,2021 week 8
92,charge,-1e-10,hl,2021 week 8
93,charge,-1e-10,hl,2021 week 8
94,charge,-1e-10,hl,2021 week 8
95,charge,-1e-10,hl,2021 week 8
96,charge,-1e-10,hl,2021 week 8
97,charge,-1e-10,hl,2021 week 8
98,charge,-1e-10,hl,2021 week 8
99,charge,-1e-10,hl,2021 week 8
100,charge,-1e-10,hl,2021 week 8
101,charge,-1e-10,hl,2021 week 8
102,charge,-1e-10,hl,2021 week 8
103,charge,-1e-10,hl,2021 week 8
104,charge,-1e-10,hl,2021 week 8
105,charge,-1e-10,hl,2021 week 8
106,charge,-1e-10,hl,2021 week 8
107,charge,-1e-10,hl,2021 week 8
108,charge,-1e-10,hl,2021 week 8
